name,wxt_ra,wxt_dec,fxt_ra,fxt_dec,z,GRB_name,GRB,GBM_cover,gamma_flux_peak,gamma_flux_peak_err_minus,gamma_flux_peak_err_plus,gamma_upperlimit,det_cover,gamma_source,SN_name,T0,T100,lc_complete_strict,lc_complete_general,auto_obs,Td100,Td90,Td90_err_minus,Td90_err_plus,Td50,Td50_err_minus,Td50_err_plus,nH_Galactic,nH_Intrinsic,nH_Intrinsic_err_minus,nH_Intrinsic_err_plus,PhoIndex_avg,PhoIndex_avg_err_minus,PhoIndex_avg_err_plus,flux_avg,flux_avg_err_minus,flux_avg_err_plus,peak_time_start_seconds_to_T0,peak_time_end_seconds_to_T0,peak_spec_time_start_seconds_to_T0,peak_spec_time_end_seconds_to_T0,PhoIndex_peak,PhoIndex_peak_err_minus,PhoIndex_peak_err_plus,flux_peak,flux_peak_err,fluence,fluence_err_minus,fluence_err_plus,luminosity_avg,luminosity_avg_err_minus,luminosity_avg_err_plus,luminosity_peak,luminosity_peak_err,Eiso_rest,Eiso_rest_err_minus,Eiso_rest_err_plus,cstat,dof,BIC,input_row,fxt_position_available,optical_counterpart_identified,optical_name,optical_ra_deg,optical_dec_deg,ra_deg,dec_deg,coordinate_source,search_radius_arcsec,status,candidate_count,nearest_name,nearest_ra_deg,nearest_dec_deg,nearest_z,nearest_sep_arcsec,aladin_path,aladin_notebook_path,cat_table_path,error
EP240820a,16.222,-34.701,16.2454,-34.6933,0.0,-,0,1,0.0,0.0,0.0,5.0252960104938e-09,"KW,GBM,ECL",ECL,-,2024-08-20T00:55:54.200,2024-08-20T00:57:41.300,1,1,0,107.1,91.586,8.007,8.508,26.525,5.505,25.023,0.0186,0.8434,0.0,7.6381,1.642,0.419,0.518,4.7777e-10,1.2745e-10,1.2274e-10,0.0,0.5,0.0,107.1,1.636,0.373,0.509,1.1826e-08,7.4943e-09,5.1169e-08,1.365e-08,1.3145e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7842289377802,12,21.0623435970107,29,True,False,,,,16.2454,-34.6933,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240820a/aladin.html,examples/WXT_results_summary_data/EP240820a/aladin.ipynb,examples/WXT_results_summary_data/EP240820a/cat_table.csv,
EP240908a,13.992,8.089,14.0032,8.0735,0.0,-,0,0,0.0,0.0,0.0,1.60177951011838e-07,KW,KW,-,2024-09-08T17:28:29.200,2024-09-08T17:43:26.800,0,0,1,897.6,689.077,46.005,10.501,224.525,12.501,21.002,0.0725,0.6269,0.3059,0.9662,1.779,0.119,0.302,3.3455e-10,2.0201e-11,3.7964e-11,84.009,84.509,57.009,111.509,1.145,0.406,0.464,8.1989e-09,5.1235e-09,3.0029e-07,1.8133e-08,3.4077e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.524805727856,104,96.5432922312417,30,True,False,,,,14.0032,8.0735,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240908a/aladin.html,examples/WXT_results_summary_data/EP240908a/aladin.ipynb,examples/WXT_results_summary_data/EP240908a/cat_table.csv,
EP240913a,16.68,16.754,16.6929,16.7309,0.0,GRB 240913C,1,1,6.34893291758615e-07,2.7399161996204e-08,1.65753917787091e-08,0.0,"KW,GBM",GBM,-,2024-09-13T11:42:35.400,2024-09-13T11:58:48.650,0,0,0,973.25,934.24,37.51,11.003,559.644,118.53,110.528,0.0509,2.6966,0.0,6.9088,1.061,0.295,0.337,1.4724e-10,2.7037e-11,2.6661e-11,6.002,6.502,0.0,439.502,1.599,0.335,0.459,8.241e-09,6.0896e-09,1.433e-07,2.6314e-08,2.5948e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.35205579006,34,45.5190936669722,31,True,False,,,,16.6929,16.7309,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240913a/aladin.html,examples/WXT_results_summary_data/EP240913a/aladin.ipynb,examples/WXT_results_summary_data/EP240913a/cat_table.csv,
EP240918a,289.445,46.12,289.3957,46.1261,0.0,-,0,0,0.0,0.0,0.0,1.36209717466271e-07,KW,KW,-,2024-09-18T11:22:19.200,2024-09-18T11:43:21.100,1,1,1,1261.9,884.93,70.994,161.987,142.489,20.998,38.497,0.0997,0.0323,0.0,1.8712,1.751,0.172,0.21,1.1855e-10,1.3736e-11,1.2376e-11,70.494,70.994,62.494,78.994,1.961,0.4,0.456,4.5053e-09,2.8488e-09,1.4959e-07,1.7334e-08,1.5617e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0004860276873,81,86.8381672432805,32,True,False,,,,289.3957,46.1261,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240918a/aladin.html,examples/WXT_results_summary_data/EP240918a/aladin.ipynb,examples/WXT_results_summary_data/EP240918a/cat_table.csv,
EP240918b,258.66,66.739,0.0,0.0,0.0,-,0,1,0.0,0.0,0.0,1.23805888113983e-08,"KW,GBM",GBM,-,2024-09-18T15:40:01.250,2024-09-18T15:43:04.050,0,0,0,182.8,172.811,46.949,0.0,39.457,6.493,35.461,0.0407,0.0464,0.0,5.1688,1.563,0.319,0.437,4.6177e-10,1.113e-10,9.5805e-11,44.951,48.447,0.0,182.8,1.569,0.345,0.396,1.9922e-09,1.2367e-09,8.4411e-08,2.0346e-08,1.7513e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75256835101944,18,13.7440328981274,33,False,False,,,,258.66,66.739,wxt_ra/wxt_dec,190.0,success,1,DESI J171504.64+664439.1,258.769318,66.744202,0.0859998,156.52669419288983,examples/WXT_results_summary_data/EP240918b/aladin.html,examples/WXT_results_summary_data/EP240918b/aladin.ipynb,examples/WXT_results_summary_data/EP240918b/cat_table.csv,
EP240918c,281.342,-13.171,0.0,0.0,0.0,-,0,1,0.0,0.0,0.0,1.28564043536151e-08,"KW,GBM",GBM,-,2024-09-18T18:06:42.350,2024-09-18T18:08:48.150,1,1,0,125.8,80.372,7.987,11.981,36.442,6.989,2.995,0.363,11.9302,3.1572,6.5871,3.175,0.494,0.87,4.954e-09,1.4379e-09,5.8625e-09,80.372,80.871,57.372,103.871,3.854,0.468,0.515,8.67e-08,4.8752e-08,6.2321e-07,1.8088e-07,7.375e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1709376084427,33,32.921494423811,34,False,False,,,,281.342,-13.171,wxt_ra/wxt_dec,190.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240918c/aladin.html,examples/WXT_results_summary_data/EP240918c/aladin.ipynb,examples/WXT_results_summary_data/EP240918c/cat_table.csv,
EP240919a,334.274,-9.743,334.2815,-9.7358,0.0,GRB 240919A,1,1,9.14567654620597e-08,2.25990622618847e-08,8.093009788509971e-09,0.0,GBM,GBM,-,2024-09-19T14:49:09.000,2024-09-19T14:54:20.350,1,1,1,311.35,271.869,11.994,7.996,150.428,19.491,14.993,0.0563,0.0091,0.0,2.3207,1.496,0.184,0.221,8.5191e-10,1.1206e-10,1.1139e-10,289.86,291.859,219.86,311.35,2.36,0.365,0.48,2.6476e-09,1.58e-09,2.6524e-07,3.4889e-08,3.4682e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.199941855586,51,52.1405256826903,35,True,False,,,,334.2815,-9.7358,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240919a/aladin.html,examples/WXT_results_summary_data/EP240919a/aladin.ipynb,examples/WXT_results_summary_data/EP240919a/cat_table.csv,
EP240930a,319.899,41.303,319.9363,41.298,0.0,GRB 240930B,1,1,9.16472589610404e-07,3.65805913552872e-08,5.26235795809008e-08,0.0,"KW,GBM",GBM,-,2024-09-30T17:18:00.150,2024-09-30T17:24:22.200,1,1,0,382.05,187.525,8.001,37.505,55.007,5.501,9.001,0.485,3.7993,1.8624,3.6415,1.333,0.186,0.362,2.7554e-09,2.3977e-10,5.287e-10,65.509,66.009,56.509,75.009,0.823,0.37,0.354,2.6762e-08,1.6071e-08,1.0527e-06,9.1603e-08,2.0199e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2621557593627,102,113.224036809835,36,True,False,,,,319.9363,41.298,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240930a/aladin.html,examples/WXT_results_summary_data/EP240930a/aladin.ipynb,examples/WXT_results_summary_data/EP240930a/cat_table.csv,
EP241021a,28.852,5.957,28.8483,5.9395,0.75,-,0,1,0.0,0.0,0.0,1.03411894837001e-08,"KW,GBM",GBM,-,2024-10-21T05:08:07.200,2024-10-21T05:09:28.600,0,0,0,81.4,60.426,11.486,4.994,28.964,8.989,7.491,0.0533,0.821,0.0,3.1952,2.802,0.559,0.697,4.9751e-10,1.1033e-10,1.2923e-10,22.472,30.962,0.0,81.4,2.793,0.552,0.759,1.4144e-09,6.8869e-10,4.0497e-08,8.9813e-09,1.052e-08,1.3544000000000001e+48,3.0037e+47,3.5183e+47,3.8505000000000004e+48,1.8749e+48,3.9517999999999997e+49,1.4614e+49,1.9620999999999998e+49,2.24410979906448,9,7.03990034466122,37,True,False,,,,28.8483,5.9395,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241021a/aladin.html,examples/WXT_results_summary_data/EP241021a/aladin.ipynb,examples/WXT_results_summary_data/EP241021a/cat_table.csv,
EP241025a,333.763,83.566,333.6551,83.575,4.2,GRB 241025A,1,1,2.51177632544496e-07,1.50092359059392e-08,2.08381132989827e-08,0.0,"KW,GBM",GBM,-,2024-10-25T01:32:05.350,2024-10-25T02:04:59.550,1,1,1,1974.2,1049.606,69.007,80.508,146.015,21.502,16.002,0.121,3.6762,1.9998,3.3207,1.136,0.107,0.146,4.1053e-10,2.0543e-11,2.5209e-11,357.536,358.036,353.536,362.036,0.786,0.298,0.328,1.3114e-08,6.4541e-09,8.1048e-07,4.0556e-08,4.9767e-08,7.4087e+49,3.7073e+48,4.5493e+48,2.3666e+51,1.1647000000000001e+51,1.1617999999999999e+53,2.4837e+52,2.4971e+52,165.948641249656,195,181.81344234174,38,True,False,,,,333.6551,83.575,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241025a/aladin.html,examples/WXT_results_summary_data/EP241025a/aladin.ipynb,examples/WXT_results_summary_data/EP241025a/cat_table.csv,
EP241026a,293.399,57.998,293.4006,57.9858,2.79,GRB 241026A,1,1,7.30010577806029e-07,2.23454645809253e-08,2.32708416944391e-08,0.0,"KW,GBM",GBM,-,2024-10-26T22:41:28.100,2024-10-26T22:46:19.850,1,1,0,291.75,123.394,13.988,29.555,44.462,6.494,5.495,0.0891,4.5141,1.8892,3.7688,1.368,0.235,0.399,1.1995e-09,1.2084e-10,1.8774e-10,62.946,63.446,54.446,71.946,1.815,0.345,0.365,1.7334e-08,9.368e-09,3.4995e-07,3.5255e-08,5.4773e-08,8.1586e+49,8.219300000000001e+48,1.277e+49,1.179e+51,6.3719e+50,1.4385e+52,5.7862e+51,6.2117e+51,57.0433172549129,56,69.2759295866301,39,True,False,,,,293.4006,57.9858,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241026a/aladin.html,examples/WXT_results_summary_data/EP241026a/aladin.ipynb,examples/WXT_results_summary_data/EP241026a/cat_table.csv,
EP241026b,56.403,41.031,56.4052,41.031,0.0,-,0,1,0.0,0.0,0.0,3.6514212239991505e-09,"KW,GBM,ECL",ECL,-,2024-10-26T18:11:51.950,2024-10-26T18:20:10.950,1,1,0,499.0,296.0,50.0,77.5,88.5,46.0,54.58,0.343,0.047,0.0,4.7948,2.262,0.371,0.456,1.9375e-10,3.2678e-11,3.2166e-11,182.5,183.0,0.0,368.5,2.146,0.378,0.455,8.8544e-09,6.4572e-09,9.6682e-08,1.6306e-08,1.6051e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6560459949101,23,36.0937976446465,40,True,False,,,,56.4052,41.031,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241026b/aladin.html,examples/WXT_results_summary_data/EP241026b/aladin.ipynb,examples/WXT_results_summary_data/EP241026b/cat_table.csv,
EP241101a,37.763,22.731,37.7526,22.7175,0.0,-,0,1,0.0,0.0,0.0,1.24118852982987e-08,"KW,GBM",GBM,-,2024-11-01T23:52:49.450,2024-11-01T23:55:33.750,0,1,1,164.3,139.83,11.985,2.497,58.928,11.486,8.989,0.146,1.0506,0.0,5.0676,1.034,0.248,0.305,9.7477e-10,1.5839e-10,1.6106e-10,70.414,71.413,17.914,123.913,1.182,0.338,0.371,5.5236e-09,4.0815e-09,1.6016e-07,2.6024e-08,2.6463e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9623218883616,27,37.6969135483346,41,True,False,,,,37.7526,22.7175,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241101a/aladin.html,examples/WXT_results_summary_data/EP241101a/aladin.ipynb,examples/WXT_results_summary_data/EP241101a/cat_table.csv,
EP241103a,27.765,18.958,27.7581,18.9568,0.0,-,0,1,0.0,0.0,0.0,1.10673033253673e-08,"KW,GBM",GBM,-,2024-11-03T01:23:43.100,2024-11-03T01:25:51.050,0,1,1,127.95,74.971,10.996,10.996,26.49,2.999,2.999,0.0613,8.9804,1.5753,2.6139,2.78,0.343,0.475,4.8914e-09,8.0785e-10,1.7826e-09,29.488,29.988,22.988,36.488,2.106,0.36,0.369,3.1149e-08,1.6559e-08,6.2586e-07,1.0336e-07,2.2808e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.8314694764176,61,70.3081187264966,42,True,False,,,,27.7581,18.9568,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241103a/aladin.html,examples/WXT_results_summary_data/EP241103a/aladin.ipynb,examples/WXT_results_summary_data/EP241103a/cat_table.csv,
EP241104a,32.574,31.555,0.0,0.0,0.0,GRB 241104A,1,1,4.37452345959477e-07,2.24604512815603e-08,1.0518502669286e-08,0.0,"KW,GBM",GBM,-,2024-11-04T18:33:01.950,2024-11-04T19:15:37.550,0,0,0,2555.6,2073.581,417.516,150.006,901.535,540.521,99.004,0.0779,0.7465,0.0,13.9477,0.803,0.309,0.36,7.8959e-11,1.7721e-11,1.4416e-11,204.508,215.508,0.0,585.508,1.571,0.34,0.464,9.4925e-10,5.2269e-10,2.0179e-07,4.5287e-08,3.6841e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8936097289022,36,34.1687820483549,43,False,False,,,,32.574,31.555,wxt_ra/wxt_dec,190.0,success,3,2MASX J02101793+3131357,32.574741,31.526606,0.0475756,102.24368021936903,examples/WXT_results_summary_data/EP241104a/aladin.html,examples/WXT_results_summary_data/EP241104a/aladin.ipynb,examples/WXT_results_summary_data/EP241104a/cat_table.csv,
EP241107a,35.016,3.323,35.0101,3.3351,0.456,-,0,1,0.0,0.0,0.0,9.934637278966362e-09,"KW,GBM",GBM,-,2024-11-07T14:09:52.550,2024-11-07T14:31:08.500,1,1,1,1275.95,151.494,14.999,67.997,46.998,2.5,2.0,0.042,0.3,0.0,0.0,1.49,0.088,0.095,4.5408e-10,2.2797e-11,2.3942e-11,45.998,46.498,44.498,47.998,1.394,0.423,0.451,3.0093e-08,1.0851e-08,5.7938e-07,2.9088e-08,3.0548e-08,3.7176e+47,1.8665e+46,1.9602e+46,2.4637999999999996e+49,8.8841e+48,3.9398e+50,2.3721e+49,2.4785999999999996e+49,167.611455869513,151,177.672331712298,44,True,False,,,,35.0101,3.3351,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241107a/aladin.html,examples/WXT_results_summary_data/EP241107a/aladin.ipynb,examples/WXT_results_summary_data/EP241107a/cat_table.csv,
EP241111a,24.505,-1.171,0.0,0.0,0.0,-,0,0,0.0,0.0,0.0,1.12826074982791e-07,KW,KW,-,2024-11-11T07:31:37.950,2024-11-11T07:35:23.000,1,1,0,225.05,175.039,15.503,11.503,74.517,11.503,25.006,0.0302,3.0894,1.2024,5.2593,3.341,0.51,2.136,2.8911e-10,5.4758e-11,6.9445e-10,107.024,108.024,0.0,225.05,3.329,0.458,0.606,3.5602e-09,2.5893e-09,6.5064e-08,1.2323e-08,1.5629e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.825079471123,17,27.812276291785,45,False,False,,,,24.505,-1.171,wxt_ra/wxt_dec,190.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241111a/aladin.html,examples/WXT_results_summary_data/EP241111a/aladin.ipynb,examples/WXT_results_summary_data/EP241111a/cat_table.csv,
EP241113a,131.989,52.377,131.9966,52.3817,1.53,-,0,1,0.0,0.0,0.0,1.0515768238075e-08,"KW,GBM",GBM,-,2024-11-13T19:10:15.800,2024-11-13T19:14:17.700,0,1,1,241.9,215.911,21.991,7.497,51.479,17.073,21.991,0.0313,3.0014,0.9744,1.3203,2.603,0.403,0.53,1.0808e-09,1.8272e-10,3.3987e-10,146.439,146.939,136.439,156.939,2.672,0.407,0.445,1.9376e-08,9.981e-09,2.6145e-07,4.4201e-08,8.2215e-08,1.701e+49,2.8757e+48,5.3489999999999996e+48,3.0495e+50,1.5708e+50,9.3954e+50,3.8396e+50,5.4263e+50,42.3066657557885,50,54.2175414964449,46,True,False,,,,131.9966,52.3817,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241113a/aladin.html,examples/WXT_results_summary_data/EP241113a/aladin.ipynb,examples/WXT_results_summary_data/EP241113a/cat_table.csv,
EP241113b,110.233,46.8,110.2399,46.7872,0.0,GRB 241113B,1,0,6.98e-08,2.27e-08,2.59e-08,0.0,KW,KW,-,2024-11-13T11:23:08.950,2024-11-13T11:24:53.950,1,1,0,105.0,89.5,21.0,2.5,29.0,7.0,1.5,0.109,5.4049,2.0864,3.6402,1.851,0.411,0.648,2.688e-09,3.9657e-10,9.6305e-10,11.0,11.5,0.0,30.5,1.42,0.35,0.369,1.983e-08,1.4419e-08,2.8224e-07,4.1639e-08,1.0112e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0187373250874,26,27.1206248150468,47,True,False,,,,110.2399,46.7872,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241113b/aladin.html,examples/WXT_results_summary_data/EP241113b/aladin.ipynb,examples/WXT_results_summary_data/EP241113b/cat_table.csv,
EP241115a,19.416,-17.954,0.0,0.0,0.0,GRB 241115D,1,0,5.35e-07,5.21e-08,7.48e-08,0.0,KW,KW,-,2024-11-15T05:47:22.850,2024-11-15T06:11:39.950,0,0,0,1457.1,1341.592,221.515,50.503,934.564,376.026,65.504,0.0162,0.026,0.0,16.2206,0.866,0.341,0.442,1.1442e-10,3.3726e-11,2.7123e-11,0.0,9.501,0.0,1072.001,0.7,0.372,0.447,1.2638e-09,8.0829e-10,1.6671e-07,4.9142e-08,3.9521e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8962349924922,28,41.6986297558165,48,False,False,,,,19.416,-17.954,wxt_ra/wxt_dec,190.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241115a/aladin.html,examples/WXT_results_summary_data/EP241115a/aladin.ipynb,examples/WXT_results_summary_data/EP241115a/cat_table.csv,
EP241119a,84.116,3.832,84.1045,3.8426,0.0,-,0,0,0.0,0.0,0.0,1.12826074982791e-07,KW,KW,-,2024-11-19T17:47:50.350,2024-11-19T18:00:57.700,1,1,0,787.35,382.427,130.975,119.477,56.989,6.499,9.498,0.331,2.3246,1.0627,3.1763,2.042,0.244,0.606,3.6898e-10,3.8695e-11,1.2434e-10,412.921,413.421,388.421,437.921,1.813,0.345,0.386,1.2624e-08,9.1794e-09,2.9052e-07,3.0467e-08,9.7896e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7043359055725,41,62.0569048073273,49,True,False,,,,84.1045,3.8426,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241119a/aladin.html,examples/WXT_results_summary_data/EP241119a/aladin.ipynb,examples/WXT_results_summary_data/EP241119a/cat_table.csv,
EP241125a,48.561,37.677,0.0,0.0,0.0,-,0,1,0.0,0.0,0.0,1.0405259465746e-08,"KW,GBM",GBM,-,2024-11-25T00:07:09.800,2024-11-25T00:09:27.050,0,0,0,137.25,103.188,24.044,8.516,65.119,27.55,1.002,0.208,16.0045,3.311,20.28,2.975,0.524,2.778,1.5169e-09,4.355e-10,1.8349e-08,88.161,90.164,0.0,137.25,2.961,0.519,0.775,8.8691e-09,6.8521e-09,2.082e-07,5.9773e-08,2.5184e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.602141394351,10,14.2969894667356,50,False,False,,,,48.561,37.677,wxt_ra/wxt_dec,190.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241125a/aladin.html,examples/WXT_results_summary_data/EP241125a/aladin.ipynb,examples/WXT_results_summary_data/EP241125a/cat_table.csv,
EP241126a,33.744,11.701,33.7444,11.7013,0.0,-,0,0,0.0,0.0,0.0,1.29779215783314e-07,KW,KW,-,2024-11-26T19:39:45.300,2024-11-26T19:40:38.950,1,1,0,53.65,37.104,5.515,2.507,12.034,2.006,1.504,0.11,3.6296,1.7294,2.9136,1.419,0.367,0.476,5.0768e-09,6.4918e-10,1.2236e-09,12.034,12.535,5.534,19.035,1.347,0.325,0.356,3.6892e-08,1.7695e-08,2.7237e-07,3.4829e-08,6.5644e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0332209028605,35,35.9459793820397,51,True,False,,,,33.7444,11.7013,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241126a/aladin.html,examples/WXT_results_summary_data/EP241126a/aladin.ipynb,examples/WXT_results_summary_data/EP241126a/cat_table.csv,
EP241201a,282.537,66.072,282.4879,66.0697,0.0,-,0,0,0.0,0.0,0.0,8.4765704002615e-08,KW,KW,-,2024-12-01T20:59:48.250,2024-12-01T21:02:42.250,1,1,0,174.0,149.5,13.0,5.0,34.0,4.5,12.5,0.0605,34.5073,8.5131,8.9104,4.85,0.929,0.981,2.6331e-08,1.7061e-08,5.2051e-08,82.0,82.5,63.0,101.5,4.205,0.53,0.622,1.8581e-07,1.5323e-07,4.5816e-06,2.9686e-06,9.0568e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6834328518916,30,55.172955536291,52,True,False,,,,282.4879,66.0697,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241201a/aladin.html,examples/WXT_results_summary_data/EP241201a/aladin.ipynb,examples/WXT_results_summary_data/EP241201a/cat_table.csv,
EP241202b,45.302,2.441,0.0,0.0,0.0,-,0,1,0.0,0.0,0.0,1.10661578157753e-08,"KW,GBM",GBM,-,2024-12-02T15:12:12.450,2024-12-02T15:14:07.250,1,1,0,114.8,97.33,18.468,3.993,44.922,7.986,5.99,0.0914,1.2748,0.0,5.7063,1.326,0.333,0.338,8.391e-10,1.5235e-10,1.677e-10,48.915,49.913,0.0,100.413,1.23,0.321,0.343,5.0722e-09,3.715e-09,9.6329e-08,1.749e-08,1.9252e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7246384609919,18,23.7161030080998,53,False,False,,,,45.302,2.441,wxt_ra/wxt_dec,190.0,success,1,DESI J030100.96+022609.0,45.253998,2.435824,0.0593261,173.65334745758247,examples/WXT_results_summary_data/EP241202b/aladin.html,examples/WXT_results_summary_data/EP241202b/aladin.ipynb,examples/WXT_results_summary_data/EP241202b/cat_table.csv,
EP241208a,127.812,49.082,127.8303,49.0831,0.0,-,0,0,0.0,0.0,0.0,9.4703752058094e-08,KW,KW,-,2024-12-08T16:35:49.250,2024-12-08T16:36:46.900,0,0,0,57.65,31.582,5.514,24.564,12.031,1.003,4.512,0.0418,7.4727,1.6888,9.3518,3.098,0.515,2.101,1.8109e-09,4.1473e-10,7.0273e-09,1.504,2.005,0.0,57.65,3.098,0.442,0.549,1.3038e-08,9.5559e-09,1.044e-07,2.3909e-08,4.0513e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7543361677828,13,26.0721023345021,54,True,False,,,,127.8303,49.0831,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241208a/aladin.html,examples/WXT_results_summary_data/EP241208a/aladin.ipynb,examples/WXT_results_summary_data/EP241208a/cat_table.csv,
EP241217a,46.95,30.92,46.943,30.9292,4.59,-,0,0,0.0,0.0,0.0,1.15749030293226e-07,KW,KW,-,2024-12-17T05:34:09.700,2024-12-17T05:40:14.800,0,1,1,365.1,250.569,36.01,51.014,51.014,5.001,32.009,0.188,0.0,0.0,0.0,1.533,0.26,0.312,2.4848e-10,4.2281e-11,4.3295e-11,70.019,70.519,39.519,101.019,1.529,0.377,0.407,8.8532e-09,5.6969e-09,9.0721e-08,1.5437e-08,1.5807e-08,5.5284e+49,9.407e+48,9.632600000000001e+48,1.9697e+51,1.2675e+51,7.8803e+51,3.3658e+51,4.928e+51,35.4896400124702,30,42.4211118180697,55,True,False,,,,46.943,30.9292,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241217a/aladin.html,examples/WXT_results_summary_data/EP241217a/aladin.ipynb,examples/WXT_results_summary_data/EP241217a/cat_table.csv,
EP241217b,84.159,-25.299,84.1503,-25.2979,1.879,GRB 241217A,1,1,4.70666663116232e-08,1.15116500613151e-08,1.20646663636011e-08,0.0,GBM,GBM,-,2024-12-17T16:57:23.450,2024-12-17T17:32:29.600,0,0,1,2106.15,1451.103,23.002,35.503,311.522,14.501,13.001,0.0179,2.8631,0.2799,0.3248,1.485,0.07,0.079,1.417e-09,3.4054e-11,4.6251e-11,142.51,143.01,141.01,144.51,1.411,0.291,0.329,2.4742e-08,8.659e-09,2.9845e-06,7.1722e-08,9.7412e-08,3.6915999999999995e+49,8.8715e+47,1.2049e+48,6.4456e+50,2.2558e+50,4.6627e+52,3.8118000000000005e+51,3.9614000000000004e+51,281.824598421659,295,298.915878881176,56,True,False,,,,84.1503,-25.2979,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241217b/aladin.html,examples/WXT_results_summary_data/EP241217b/aladin.ipynb,examples/WXT_results_summary_data/EP241217b/cat_table.csv,
EP241223a,74.804,7.11,0.0,0.0,0.0,-,0,1,0.0,0.0,0.0,1.27827632517913e-08,"KW,GBM",GBM,-,2024-12-23T07:21:09.400,2024-12-23T07:23:03.950,1,1,0,114.55,85.537,22.01,12.505,24.01,10.505,19.509,0.11,2.318,0.8366,5.3453,2.479,0.337,1.695,8.1331e-10,9.0375e-11,1.0985e-09,30.013,32.014,0.0,114.55,2.46,0.447,0.543,4.6513e-09,2.8377e-09,9.3165e-08,1.0352e-08,1.2583e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.042909457167,13,20.3606756238864,57,False,False,,,,74.804,7.11,wxt_ra/wxt_dec,190.0,success,1,DESI J045904.70+070605.7,74.7696,7.10159,0.0694155,126.56343367719695,examples/WXT_results_summary_data/EP241223a/aladin.html,examples/WXT_results_summary_data/EP241223a/aladin.ipynb,examples/WXT_results_summary_data/EP241223a/cat_table.csv,
